
> sejongcook-next@0.1.0 dev
> next dev -p 3000

⚠ Warning: Next.js inferred your workspace root, but it may not be correct.
 We detected multiple lockfiles and selected the directory of /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/package-lock.json as the root directory.
 To silence this warning, set `turbopack.root` in your Next.js config, or consider removing one of the lockfiles if it's not needed.
   See https://nextjs.org/docs/app/api-reference/config/next-config-js/turbopack#root-directory for more information.
 Detected additional lockfiles: 
   * /Users/ojaeeul/Downloads/세종요리제과학원/무제 폴더/수정전/sejk 4/sejongcook-next/package-lock.json

▲ Next.js 16.1.4 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.102:3000
- Environments: .env.local

✓ Starting...
✓ Ready in 3.5s
○ Compiling / ...
 GET /api/sejong/payments?t=1781016651471 200 in 239ms (compile: 4ms, render: 234ms)
 GET /api/sejong/attendance?t=1781016651472 200 in 241ms (compile: 8ms, render: 233ms)
 GET /api/sejong/settings 200 in 538ms (compile: 3ms, render: 535ms)
 GET /api/sejong/members?t=1781016654111 200 in 215ms (compile: 3ms, render: 212ms)
 GET /api/sejong/attendance?t=1781016654111&date=2026-06-09 200 in 215ms (compile: 8ms, render: 206ms)
 GET /api/sejong/timetable?t=1781016654111 200 in 210ms (compile: 6ms, render: 203ms)
 GET /api/sejong/members?t=1781016654961 200 in 212ms (compile: 8ms, render: 204ms)
 GET /api/sejong/holidays?t=1781016654961 200 in 203ms (compile: 12ms, render: 191ms)
 GET /api/sejong/payments?t=1781016654961 200 in 213ms (compile: 3ms, render: 210ms)
 GET /api/sejong/attendance?t=1781016654961 200 in 216ms (compile: 10ms, render: 206ms)
 GET /api/sejong/timetable?t=1781016654961 200 in 224ms (compile: 1537µs, render: 223ms)
 GET /api/sejong/settings?t=1781016654961 200 in 224ms (compile: 1521µs, render: 223ms)
 GET /api/sejong/members?t=1781016656062 200 in 194ms (compile: 3ms, render: 191ms)
 GET /api/sejong/timetable?t=1781016656062 200 in 197ms (compile: 2ms, render: 195ms)
 GET /api/sejong/attendance?t=1781016656062&date=2026-06-09 200 in 217ms (compile: 6ms, render: 211ms)
 GET /api/sejong/attendance?t=1781016661061&date=2026-06-09 200 in 222ms (compile: 1434µs, render: 220ms)
 GET /api/sejong/attendance?t=1781016666061&date=2026-06-09 200 in 229ms (compile: 1296µs, render: 228ms)
 GET /api/sejong/attendance?t=1781016671061&date=2026-06-09 200 in 574ms (compile: 1414µs, render: 572ms)
 GET /api/sejong/attendance?t=1781016676062&date=2026-06-09 200 in 226ms (compile: 1170µs, render: 225ms)
 GET /api/sejong/attendance?t=1781016681062&date=2026-06-09 200 in 414ms (compile: 1320µs, render: 413ms)
 GET /api/sejong/attendance?t=1781016686063&date=2026-06-09 200 in 630ms (compile: 1562µs, render: 629ms)
 GET /api/sejong/attendance?t=1781016691063&date=2026-06-09 200 in 617ms (compile: 1697µs, render: 616ms)
 GET /api/sejong/attendance?t=1781016696067&date=2026-06-09 200 in 509ms (compile: 1258µs, render: 508ms)
 GET /api/sejong/attendance?t=1781016701070&date=2026-06-09 200 in 499ms (compile: 1285µs, render: 498ms)
 GET /api/sejong/attendance?t=1781016706075&date=2026-06-09 200 in 435ms (compile: 1793µs, render: 434ms)
 GET /api/sejong/attendance?t=1781016711078&date=2026-06-09 200 in 429ms (compile: 1940µs, render: 427ms)
